OBJECTID,HUC_12,HUC12_Pop
390,010200040301,85.248946697799994
391,010200040302,144.956902425999999
392,010200040303,19.359374689500001
393,010200040304,427.505374702999973
394,010200040305,285.431503822000025
395,010200040306,78.836107647600002
396,010200040307,2.495489868800000
397,010200040308,2.000063791670000
398,010200040309,1.738222679360000
399,010200040310,13.735992617400001
400,010200040311,440.144248827000013
401,010200040312,1655.549682029999985
402,010200040401,0.457990897878000
403,010200040402,0.000000000000000
404,010200040403,0.035858057584800
405,010200040404,0.000000000000000
406,010200040405,1.273859561240000
407,010200040406,0.000000000000000
408,010200040407,0.028398798560400
409,010200040408,10.797020110200000
410,010200040409,41.220249897199999
411,010200040410,1554.761083780000035
412,010200040501,15.980157312999999
413,010200040502,18.330537791800001
414,010200040503,6.814919653150000
415,010200040504,58.990503106100000
416,010200040601,492.718644315999995
417,010200040602,155.115049381000006
418,010200040603,3.710869233350000
419,010200040604,927.282545344000027
420,010200050101,148.581793503000000
421,010200050102,29.340373587500000
422,010200050103,47.750104882199999
423,010200050104,1043.054613779999954
424,010200050201,1095.282801889999973
425,010200050202,447.591791736999994
426,010200050203,184.135825842999992
427,010200050204,167.329667679000011
428,010200050205,2447.522103830000106
429,010200050206,5.083288413150000
430,010200050207,33.679634218399997
431,010200050208,2475.393124400000033
432,010200050301,91.225200808599993
433,010200050302,0.000000000000000
434,010200050303,0.469210749172000
435,010200050304,0.201182041084000
436,010200050305,0.461886466626000
437,010200050306,129.651987439000010
438,010200050307,117.487184786000000
439,010200050308,195.847296607999994
440,010200050309,8.606262411510000
441,010200050310,1168.850308670000004
442,010200050311,301.829970960000026
443,010200050401,804.663521575000004
444,010200050402,527.333053214999950
445,010200050403,35.865581982499997
446,010200050404,54.731327207100001
447,010200050405,430.641227817000015
448,010200050406,3.026206245100000
449,010200050407,50.956744972199999
450,010200050408,1447.066934339999989
451,010200050501,405.136450406999984
452,010200050502,621.946107070000039
453,010200050503,638.712306431000002
454,010200050504,446.515593880999972
455,010200050505,1424.858135310000080
456,010200050506,1361.150334030000067
457,010200050507,2704.591820470000130
458,010200050508,222.182270625999990
459,010200050509,936.456175789999975
460,010200050510,7144.891531639999812
461,010200050601,696.189447770000015
462,010200050602,2112.557343219999893
463,010200050603,15007.590857200000755
464,010200050701,783.170136825999975
465,010200050702,1129.805272070000001
466,010200050703,1498.002875319999930
467,010200050704,2108.796384050000142
468,010200050705,3180.727035509999951
469,010200050706,3135.577158070000223
470,010200050707,23242.346702300001198
471,010200050801,1851.245871589999979
472,010200050802,961.079872009000042
473,010200050803,1885.178387030000067
474,010200050804,3466.238847000000078
475,010200050805,4396.230712550000135
476,010200050901,1276.903728450000017
477,010200050902,1025.033040560000018
478,010200050903,955.716063669000050
479,010200050904,1742.307957309999892
480,010200050905,819.131813635999947
481,010200050906,526.511709290999988
482,010200051001,2012.951014190000024
483,010200051002,1912.333451049999894
484,010200051003,26241.926027400000748
485,010200051004,1979.364491320000070
486,010200051005,586.429209717000049
487,010200051006,1160.565872709999894
488,010200051007,6886.927627850000135
489,010200051008,1903.229078939999908
490,010200051009,3875.666074839999965
491,010300010101,0.132772563808000
492,010300010102,0.259787811639000
493,010300010201,0.000000000000000
494,010300010202,0.000000000000000
495,010300010203,1.240288132570000
496,010300010204,1.759724598150000
497,010300010205,0.177963077143000
498,010300010206,9.673451832200000
499,010300010301,2.890670635070000
500,010300010302,161.817420918000010
501,010300010303,354.161251483999990
502,010300010304,77.027617610500002
503,010300010305,6.277587228450000
504,010300010306,0.138189165351000
505,010300010307,16.495882311999999
506,010300010308,4.578638760850000
507,010300010309,575.087666942000055
508,010300010310,0.016909413543500
509,010300010401,0.166943180461000
510,010300010402,1.099997918090000
511,010300010403,0.000000000000000
512,010300010404,132.073560248999996
513,010300010501,0.183705293406000
514,010300010502,0.169157414145000
515,010300010503,10.916716411600000
516,010300010504,0.079637855167700
517,010300010505,1.348313089530000
518,010300010506,19.999607410399999
519,010300010507,8.859273123580000
520,010300010508,0.850327597142000
521,010300010509,0.107145682796000
522,010300010510,1754.636803630000031
523,010300010601,3.956342476030000
524,010300010602,1.072137815920000
525,010300010603,4.660987775370000
526,010300010604,0.000000000000000
